"id","en_label","en_description","enwiki_title"
"1083405","Christine Aschenberg-Dugnus","German politician","Christine Aschenberg-Dugnus"
"91979813","Jeff Beckman","researcher (ORCID 0000-0003-2776-840X)",""
"114899301","Luis Felipe Degregori","Peruvian film director (1954–2023)",""
"14542325","Anders Bergan","",""
"71487","Wilson Gonzalez","German actor","Wilson Gonzalez Ochsenknecht"
"25485886","Diana","Bulgarian pop-folk musician",""
"5847384","María Teresa Ruiz","Chilean astronomer","María Teresa Ruiz"
"1624578","Holger Münch","","Holger Münch"
"6807995","Meg Lanning","Australian cricketer","Meg Lanning"
"551624","Joachim von Sandrart","German Baroque art-historian and painter (1606-1688)","Joachim von Sandrart"
"30731234","Mathilde","",""
"271923","Sylvie Meis","Dutch television personality and model","Sylvie Meis"
"115239453","Luna Wedler","",""
"65023","Tatjana Patitz","German model and actress (1966–2023)","Tatjana Patitz"
"73855376","Gwenno Mair Davies","writer",""
"182035","Rab Butler","British Conservative politician (1902–1982)","Rab Butler"
"12227985","Wāḥidī Nīsābūrī","",""
"91352739","Li-Qiang Zhou","researcher (ORCID 0000-0002-1184-4036)",""
"218210","Zoe Kazan","American actress, writer","Zoe Kazan"
"100935329","Tristan Thompson","college basketball player (2008–2011) North Texas",""
"57559374","Pavlos G Savvidis","researcher ORCID ID = 0000-0002-8186-6679",""
"15070935","Aleksandr Lambsdorff","",""
"100447988","Margaret","",""
"2065836","Daniël Mackay","Dutch politician",""
"43393169","James Murray","accused of witchcraft",""
"31919","Vitali Klitschko","Ukrainian boxer and politician (1971-)","Vitali Klitschko"
"701484","Klaus Iohannis","president of Romania from 2014-","Klaus Iohannis"
"98599327","Shakira Jasmine","Singer from Indonesia",""
"76038604","Michael Douglas Arthur Aldridge","(born 1966)",""
"6397518","Kevin Smith","British science fiction fan","Kevin Smith (editor)"
"44079","Cyril of Alexandria","Pope of Alexandria from 412 to 444","Cyril of Alexandria"
"742051","Khalid bin Sultan","Saudi Deputy Minister of Defense and member of the House of Saud","Khalid bin Sultan Al Saud"
"18335384","Ruben Östlund","Swedish ship designer, inventor",""
"4451142","Amy Adams","New Zealand politician","Amy Adams (politician)"
"310819","Johnny Carson","American talk show host and comedian (1925–2005)","Johnny Carson"
"53844829","Giuseppe Conte","Italian jurist and politician (born 1964)","Giuseppe Conte"
"95314","Hannes Jaenicke","German actor","Hannes Jaenicke"
"3308285","Michael I. Jordan","American computer scientist, University of California, Berkeley","Michael I. Jordan"
"88432086","Jay P. Zarnetske","researcher",""
"4573","Sean Connery","Scottish actor (1930–2020)","Sean Connery"
"34345055","Ella Hunt","English actress","Ella Hunt"
"5448768","Filiz Kocaman","Turkish volleyball player","Filiz Kocaman"
"48719890","Takeoff","American rapper (1994–2022)","Takeoff (rapper)"
"97747117","Simone Bily","Austrian association football player",""
"2239218","Max Verstappen","Belgian-Dutch racing driver (born 1997)","Max Verstappen"
"139638","Zachary Levi","American actor and singer","Zachary Levi"
"102115615","George Stephanopoulos","Ph.D. University of Florida 1974",""
"22977809","Sophia Rose Stallone","",""
"160432","Jude Law","English actor","Jude Law"
"111956","Dietrich Mateschitz","Austrian businessman","Dietrich Mateschitz"
"98249194","Christian Durr","French politician",""
"5729112","Henry Thomas","American football player","Henry Thomas (American football)"
"5106513","Chris Evans","Welsh footballer (born 1962)","Chris Evans (footballer)"
"101840","Franz Dinda","German actor",""
"104651367","Leni Klum","American model",""
"26720686","James Medland Taylor","English architect",""
"3295629","Martin Short","",""
"75933800","Stephen R. Bowen","Peerage person ID=412334",""
"18730988","James Murphy","related to Murphy, Arthur (1727–1805), playwright and actor",""
"7816089","Tom Hardy","American soccer player","Tom Hardy (soccer)"
"231163","Olivia Williams","British actress","Olivia Williams"
"76232805","Sarah Lupton","(1766-1841)",""
"47493349","Apple Martin","daughter of Chris Martin and Gwyneth Paltrow",""
"76285692","Andrew Morton Drummond","(1904-1998)",""
"14928422","Kyriakos Κ. Mitsotakis","Greek politician, 1883–1944",""
"47184541","Rania A El-Farrash","researcher",""
"7742","Louis XIV of France","King of France and Navarra, from 1643 to 1715","Louis XIV"
"467911","Letizia Battaglia","Italian photographer (1935-2022)","Letizia Battaglia"
"234293","Olivia Hussey","English actress","Olivia Hussey"
"55946448","Brian Mayne","",""
"30070759","Edward C. Norton","economist (University of Michigan)",""
"115793243","Andrew David Tate","USA storytelling podcast host (1987-)",""
"54200945","Ciaran Hill","researcher",""
"3188645","Jules Haime","French zoologist","Jules Haime"
"105719047","Jessica Williams","",""
"89211936","Steven D Smith","researcher",""
"229244","Katey Sagal","American actress","Katey Sagal"
"109662181","Frédérique Madeleine Haug","(1774-1819) wife of Frédéric Geoffroy Kampmann",""
"85776412","Lewis Hamilton","Irish Anglican priest","Lewis Hamilton (priest)"
"61853183","Jin-Seok Kim","researcher ORCID ID = 0000-0002-1854-9312",""
"65867913","Qin Gang","person, CBDB ID = 367053",""
"42813403","Alberto Fernández-Teruel","researcher",""
"101982","Stefan Birkner","German politician","Stefan Birkner"
"26220521","Gordon Mowrer","","Gordon Mowrer"
"64857438","Silvia Amerio","researcher",""
"57501279","Joris van Slageren","researcher ORCID ID = 0000-0002-0855-8960",""
"1356396","Michael D. Coe","American Mesoamericanist (1929-2019)","Michael D. Coe"
"5657372","Adam DiMarco","Canadian actor and singer (1990-)","Adam DiMarco"
"46807254","Lenea Campino","researcher",""
"522057","Edgar Wright","British film director, screenwriter and producer","Edgar Wright"
"76375296","Alby Shale","maternal half-brother of Edoardo Mapelli Mozzi",""
"351746","Joaquín Sorolla","Spanish painter (1863-1923)","Joaquín Sorolla"
"59548333","James W Murray","researcher ORCID ID = 0000-0003-0859-765X",""
"207197","Gene Simmons","Israeli-American bassist and singer","Gene Simmons"
"112426551","Anthony Donald Hawkins","",""
"10357116","Tony Leung Hung-Wah","Hong Kong screenwriter",""
"5385992","Eric Adams","110th mayor of New York City since 2022","Eric Adams"
"6824303","Michael Cohen","Israeli historian",""
"98383575","Brian K Cox","researcher",""
"42402","Andrea Bocelli","Italian tenor and singer-songwriter (1958-)","Andrea Bocelli"
"59532454","True Thompson","child of Khloé Kardashian and Tristan Thompson",""
"26876966","Werner Schwarz","",""
"12289675","Pavlos","Greek bishop",""
"96221363","Klaus Müller","Bef 1540 - 24 Nov 1602",""
"110986653","Laura E. König","PhD Student at Harvard Medical School, Visiting Fellow from Ludwig-Maximilian's University",""
"99593114","Stephen Fryson","",""
"102388331","Philipos D. Alevizos","Ph.D. Université Pierre-et-Marie-Curie - Paris VI 1990",""
"4885664","Ben Foster","American director, editor, producer and composer","Ben Foster (director)"
"75622877","Alice Louisa Astley Cooper","(died 1936)",""
"3002075","Craig Thomas","screenwriter","Craig Thomas (screenwriter)"
"63522","Hans-Wilhelm Müller-Wohlfahrt","German sports physician","Hans-Wilhelm Müller-Wohlfahrt"
"1265326","Robert Woods","film actor","Robert Woods (actor)"
"81894293","Elif Ozdemir","researcher",""
"19668406","Yolonda Ross","American actress","Yolonda Ross"
"75853697","David Laurence Martin","Peerage person ID=356921",""
"236347","Nicola Peltz","American actress","Nicola Peltz"
"2420152","Eva Kaili","Greek politician and newscaster","Eva Kaili"
"102177523","Michael Müller","Ph.D. Karlsruher Institut für Technologie (KIT) 1990",""
"15837438","Olaf Stelmecke","German musician",""
"47997896","Alexander D. Edwards","researcher",""
"61079","Ernst August, Prince of Hanover","(1914–1987); head of the House of Hanover from 1953-1987","Prince Ernest Augustus of Hanover (born 1914)"
"498631","Andreas Kaiser","German economist (1963-)",""
"93609358","Boris Milev","journalist, resistant, actor, diplomat","Boris Milev"
"88546079","Mark D Foster","researcher",""
"449616","Gayle Hunnicutt","American actress","Gayle Hunnicutt"
"17291316","Lennart Federer","son of Roger Federer",""
"201608","Dennis Rodman","American basketball player","Dennis Rodman"
"277631","Nikolaos Mantzaros","Greek composer (1795-1872)","Nikolaos Mantzaros"
"655521","Ernest Augustus, Duke of York and Albany","Prince-Bishop of Osnabrück (1674-1728)","Ernest Augustus, Duke of York and Albany"
"43187087","Joris Koene","researcher",""
"6267770","Johnny Taylor","Australian sportsman (1895-1971)","Johnny Taylor (sportsman)"
"98099","Norman Langen","German singer","Norman Langen"
"87854","Karl Mayer","German poet (1786-1870)","Karl Mayer (poet)"
"1287828","John Lee","U.S. Representative from Maryland (1788-1871)","John Lee (Maryland politician)"
"131433","Shania Twain","Canadian country music singer and songwriter","Shania Twain"
"67083745","Barbara Becker-Cantarino","German Germanist",""
"26896970","Hiroshi Abeysinghe","Sri Lankan cricketer","Hiroshi Abeysinghe"
"152503","Mikhail Khodorkovsky","Russian businessman, philanthropist and former oligarch","Mikhail Khodorkovsky"
"75731610","Elizabeth Chambers","Peerage person ID=306544",""
"2976782","Claude-Louis de La Châtre","French noble (1745-1824)","Louis, duc de La Chastre"
"39872137","Mathilde Touvier","researcher",""
"115791546","Livia Firth","Co-Founder and Creative Director Eco-Age",""
"75656666","Robert Blakeney","Peerage person ID=276271",""
"112692765","Samuel Karelitz","marine sciences researcher in New Zealand",""
"6830789","Michael Gregory","American actor","Michael Gregory (actor)"
"720782","Mark Billingham","English actor and writer","Mark Billingham"
"77035","Udo Kier","German actor","Udo Kier"
"52376453","Aaro Niinistö","Son of Finnish president Sauli Niinistö and his wife Jenni Haukio",""
"102346213","Cláudia Linhares Sales","Ph.D. Université Joseph Fourier Grenoble I 1996",""
"17507","Gerard Piqué","Spanish footballer (born 1987)","Gerard Piqué"
"233619","Hrithik Roshan","Indian film actor","Hrithik Roshan"
"47706102","Joachim Heinrich","researcher",""
"87718245","Thomas J Hope","researcher",""
"61823374","Jorge García-Cañadas","researcher ORCID ID = 0000-0003-1330-8648",""
"22102090","Jay Zuckerman","",""
"56899107","Nikolaos G Frangogiannis","researcher",""
"6096","Snoop Dogg","American rapper (born 1971)","Snoop Dogg"
"11967095","Elif Jale Yeşilırmak","Female Olympic wrestler","Elif Jale Yeşilırmak"
"57410267","Meghan Miller","seismologist",""
"1471618","Paul Smith","jazz pianist from the United States","Paul Smith (pianist)"
"7381815","Russell Taylor","British architect","Russell Taylor (architect)"
"58673803","Alberto Fernandez-Villar","researcher ORCID ID = 0000-0001-7407-5249",""
"1918551","Master of Jacques de Besançon","French manuscript illuminator",""
"21256003","Brigitte Voit","German chemist","Brigitte Voit"
"10513522","Patrick Kelly","Northern Irish footballer, born 1918","Patrick Kelly (association footballer)"
"44437","John Cena","American professional wrestler and actor","John Cena"
"47456457","Li Qiang","Chinese rower",""
"1750712","Scott Cooper","American actor, screenwriter, director, and producer","Scott Cooper (director)"
"3525542","Thomas Sadoski","American stage, film, and television actor","Thomas Sadoski"
"1112005","Queen Latifah","American musician and actress","Queen Latifah"
"43392565","Christian Tailyour","accused of witchcraft",""
"1351496","Louis","abbot of Saint-Denis (9th c.)","Louis (abbot of Saint-Denis)"
"40722","Dilma Rousseff","President of Brazil from 2011 to 2016","Dilma Rousseff"
"54587066","Ronaldo","Brazilian sertanejo musician",""
"11098227","Li Jun","Chinese physicist",""
"879970","Ross Antony","German singer and entertainer","Ross Antony"
"2445003","Torsten Sträter","German writer, satirist and stand-up comedian",""
"6829332","Michael Cohen","American scientist and doctor","Michael Cohen (doctor)"
"110214701","Gene Simmons","American geophysical and geological researcher",""
"28857171","Ashley Park","American actress","Ashley Park (actress)"
"95193534","Barbara Becker","",""
"119702","Anne, Queen of Great Britain","Queen of Britain and Ireland from 1702 to 1714","Anne, Queen of Great Britain"
"5107909","Chris Rockins","American football player","Chris Rockins"
"1633044","Hubert Aiwanger","German politician","Hubert Aiwanger"
"79628279","Juanes Garmendia Otamendi","1639-04-04",""
"17278972","Gracia von der Leyen","daughter of Ursula von der Leyen",""
"7613385","Steve Mills","English rugby union player","Steve Mills (rugby union)"
"87850036","Rebecca L Miller","researcher (ORCID 0000-0002-1227-5891)",""
"79629904","Juanes Zubeldia Otamendi","1673-03-31",""
"1108379","Colin Camerer","American economist","Colin Camerer"
"42353439","Haim Azhari","researcher",""
"15712719","Henry Thomas","English rugby union footballer","Henry Thomas (rugby union)"
"102999130","Mehmet Öz","Ph.D. Koç University 2015",""
"3703090","David Arnoldo Cabrera","Salvadoran footballer","David Cabrera (Salvadoran footballer)"
"661181","Albert II, Duke of Saxony","Duke of Saxe-Wittenberg","Albert II, Duke of Saxony"
"75505167","Elizabeth Chambers","Peerage person ID=182240",""
"9671","Michael Schumacher","German racing driver","Michael Schumacher"
"296887","Freddie Highmore","English actor","Freddie Highmore"
"24025631","Dmytro Kuleba","Ukrainian diplomat and politician","Dmytro Kuleba"
"59628048","Melanie Jane Wright","American religious studies scholar (1970-2011)",""
"37079","Tom Cruise","American actor and producer (born 1962)","Tom Cruise"
"156799","Felipe González","Prime Minister of Spain from 1982 to 1996","Felipe González"
"63284096","Obi Peter Adigwe","researcher",""
"194419","Richard Branson","British entrepreneur and business magnate","Richard Branson"
"508184","Rebecca Miller","American filmmaker and novelist","Rebecca Miller"
"96201441","Shakirat A Gold-Olufadi","researcher",""
"47460841","Elif Hindié","",""
"18397112","Johnny Carson","",""
"129910","A$AP Rocky","American rapper","ASAP Rocky"
"234438","Marin Hinkle","American actress","Marin Hinkle"
"3308007","Michael B. Jordan","American actor (born 1987)","Michael B. Jordan"
"94785664","Klaus Müller","",""
"4721362","Alexia Barlier","French actress","Alexia Barlier"
"58028","Katarina Witt","German figure skater","Katarina Witt"
"17490484","Corky Pollan","mother of Tracy Pollan",""
"29574","Beatrix of the Netherlands","Queen of the Netherlands from 1980 to 2013","Beatrix of the Netherlands"
"17291278","Lynette Federer","mother of Roger Federer",""
"92624803","Jason J Lewis","researcher (ORCID 0000-0001-5421-407X)",""
"22107696","Karamankodu Jacob David","Indian entomologist",""
"2074952","Peter Franke","German actor",""
"5499292","Frederik Jacobsen","Danish actor (1876-1922)","Frederik Jacobsen"
"630980","Laurent Dufaux","Swiss cyclist","Laurent Dufaux"
"104884598","Oliver Leith","British composer","Oliver Leith"
"255945","Louise Hay","American writer","Louise Hay"
"112457312","Patricia Kelly","",""
"71600375","Carl Philip von Sack the elder","Swedish civil servant; governor of Kalmar County",""
"64940821","Mike Ford","American baseball player","Mike Ford (baseball)"
"102235763","Franz Zimmermann","Dr. rer. nat. ETH Zürich 1949",""
"92222971","Imran Khan","energy management researcher",""
"175535","Matt Damon","American actor, screenwriter, and producer","Matt Damon"
"3110579","Reginald Hudlin","American filmmaker and comics writer","Reginald Hudlin"
"216899","Sophie Ellis-Bextor","British singer","Sophie Ellis-Bextor"
"97685063","Sarah L Ferguson","researcher",""
"75938290","Stephen Langham","Peerage person ID=415433",""
"16214413","Mark Foster","soccer player","Mark Foster (soccer)"
"1885940","Maite Kelly","US-American singer","Maite Kelly"
"15935559","Paula Hoeneß","",""
"53944","Rupert Murdoch","Australian-born American media mogul (born 1931)","Rupert Murdoch"
"172720","Dani Alves","Brazilian association football player","Dani Alves"
"75903597","Anne Olivia Williams","(born 1955)",""
"76148348","Julia Mary Fox","(born 1840)",""
"109170561","Kyle Allen","American actor","Kyle Allen (actor)"
"91789697","Michael Bloom","researcher (ORCID 0000-0002-7665-7426)",""
"6225248","John Carpenter, 4th Earl of Tyrconnell","Irish Earl","John Carpenter, 4th Earl of Tyrconnell"
"10855882","Kim Jong-un","South Korean voice actor",""
"1080281","Christian Henze","German cook",""
"235511","Taraji P. Henson","American actress","Taraji P. Henson"
"24045590","Diego Calvache Gómez de Mercado","Spanish photographer (1889-1919)",""
"4753889","Anders Olsson","Swedish swimmer","Anders Olsson (swimmer)"
"76308728","Jenna Carrie Johnson","(born 1995)",""
"66683921","Felipe","football player","Felipe (footballer, born 1994)"
"379229","Jack Lang","French politician","Jack Lang (French politician)"
"101886","Joachim von Ribbentrop","German Foreign Minister of Nazi Germany (1893–1946)","Joachim von Ribbentrop"
"76302989","Robert Wood","(born 1991)",""
"52225752","Patricia Kelly","Australian judge",""
"5584914","Gordon Brown","Scottish author of crime fiction","Gordon Brown (author)"
"100720398","Anthony Anderson","college basketball player (1987–1988) Bethune-Cookman",""
"11901","Beck","American musician","Beck"
"25144","Kevin Spacey","American actor (1959-)","Kevin Spacey"
"100961245","Jack Wolfe","college basketball player (1953–1955) Kansas",""
"18719363","David Cameron","Canadian darts player","David Cameron (darts player)"
"76055206","Robin Lindsay","(born 1972)",""
"494123","Shin So-yul","South Korean actress","Shin So-yul"
"75976702","Robert Bruce Willis","(1826-1897)",""
"3313227","Mike Bloom","Canadian ice hockey player","Mike Bloom (ice hockey)"
"105703066","Kim Riekenberg","",""
"27449526","Camila Morrone","American model and actress","Camila Morrone"
"4216185","Mary of Woodstock","English princess","Mary of Woodstock"
"4910527","Bill Porter","American audio engineer","Bill Porter (sound engineer)"
"114979344","Frankie Corio","Scottish actress","Frankie Corio"
"12845396","Sadiq Khan Shaqaqi","khan of Sarab","Sadeq Khan Shaqaqi"
"115180","Steven Gätjen","German-American host","Steven Gätjen"
"61313586","Sarah Harrison","1942-",""
"80777286","Jorge Garcia-Marquez","researcher",""
"31164","Ellie Goulding","English singer","Ellie Goulding"
"6538898","Li Jun","Olympic trap and double trap shooter","Li Jun (sport shooter)"
"75339336","Harry Leon Hamlin","Peerage person ID=73360",""
"232769","Izabel Goulart","Brazilian model","Izabel Goulart"
"75327852","David Carrick-Buchanan","Peerage person ID=65982",""
"88389190","Qin-Gang Tan","researcher",""
"5112723","Christopher Leith Evans","American painter","Christopher Leith Evans"
"703865","Michael J. Bloomfield","American astronaut","Michael J. Bloomfield"
"90670357","Zachary H Levine","researcher (ORCID 0000-0002-9928-276X)",""
"88416884","Tim Cooksley","researcher",""
"75329083","Theodor Graf von und zu Guttenberg","(1854-1904)",""
"56871710","Patry White","Cuban singer",""
"460960","Queen Máxima of the Netherlands","Queen consort of the Netherlands","Queen Máxima of the Netherlands"
"106522055","Jessica Betts","US singer based in Los Angeles","Jessica Betts"
"4895788","Bertram James","British diplomat","Bertram James"
"109759210","Felipe","Person identified in the Museu da Pessoa collection (27574)",""
"66731557","Kevin McCarthy","Australian cricketer","Kevin McCarthy (cricketer)"
"1282836","Peter Gottschalk","American economist",""
"76289304","Emily Ellen Hunt","Peerage person ID=665479",""
"20974045","Ross Butler","American actor","Ross Butler (actor)"
"112130487","Jonathan Hay","Scottish art historian and academic",""
"43094042","Felipe Dal Pizzol","researcher",""
"6124807","Jake Lacy","American actor","Jake Lacy"
"79629997","Juanes Echeberria Otamendi","1674-11-12",""
"4648176","A. Martin Freeman","musicologist","A. Martin Freeman"
"106760138","Peter Fox","Welsh politician and MS","Peter Fox (Welsh politician)"
"63988904","A. T. Costa","researcher",""
"98237059","Imran Khan","researcher ORCID 0000-0001-5732-5939",""
"55946492","Steve Martin","(born 1962)",""
"1724178","Patricia Riekel","German journalist",""
"115696826","Alan Ritchie Cumming Thom","Public servant and Clerk of the Australian Senate (1928–2007)",""
"75820116","John Lee","(1748-1820)",""
"111452620","Catherine","",""
"47503052","Gerd Nefzer","special effects artist","Gerd Nefzer"
"47504113","Loredana Bury","researcher",""
"6789368","Matt Smith","Canadian voice actor",""
"76499749","Richard Seymour Kelly","survey draughtsman, engineer, artist, astronomer, poet",""
"51448","Harald Glööckler","German fashion designer","Harald Glööckler"
"792859","Aydan Özoğuz","German politician","Aydan Özoğuz"
"112183700","Shaunak Sen","Indian documentary filmmaker","Shaunak Sen"
"1035811","Franziskus Herzan von Harras","Czech cardinal","Franziskus Herzan von Harras"
"112050","Christian Möller","German theologian",""
"61238","Nina Hoss","German actress","Nina Hoss"
"1317790","James Edward Murray","Canadian born American politician (1876-1961)","James E. Murray"
"5515704","Gabriel Kelly","Gaelic football player","Gabriel Kelly"
"105875","Herbie Hancock","American jazz pianist and composer (born 1940)","Herbie Hancock"
"102225710","Thomas Bachmann","",""
"165241","Haakon, Crown Prince of Norway","Crown Prince of Norway","Haakon, Crown Prince of Norway"
"109523265","Lauren J. Ralph","",""
"90150020","George Miller","researcher",""
"102780418","Karsten Holweg","Dr.-Ing. Martin-Luther-Universität Halle-Wittenberg 2010",""
"77265","LaFee","German singer","LaFee"
"21005113","Jason Blume","American songwriter","Jason Blume"
"16240598","Blanket Jackson","youngest son of Michael Jackson","Prince Michael Jackson II"
"87416943","Kate Lyn Walsh","assistant professor of clinical pediatrics",""
"1729523","Karin Prien","German politician","Karin Prien"
"5491027","Frankie Muse Freeman","American lawyer","Frankie Muse Freeman"
"6405369","Caroline Noeding","",""
"32045","Liam Hemsworth","Australian actor (born 1990)","Liam Hemsworth"
"30505599","Letizia Gnetti","researcher",""
"1545","Cyndi Lauper","American singer (1953)","Cyndi Lauper"
"24961865","Georgina Rodriguez Coutino","Mexican artist",""
"6548510","Lily L. Allen","British author (1867-1952)","Lily L. Allen"
"445017","Ke Huy Quan","US actor and stunt choreographer from Vietnam","Ke Huy Quan"
"62060669","Antonio Costa","Italian politician",""
"52836058","Riccardo Simonetti","",""
"381074","Fan Bingbing","Chinese actress, model and singer","Fan Bingbing"
"18222351","Jens Knossalla","German entertainer and television presenter","Jens Knossalla"
"75412651","Jenny Madeleine Rose Arthur","(born 1981)",""
"19664249","Peter T. Fox","American neuroimaging researcher, neurologist, and professor","Peter T. Fox"
"5588921","Mark Brzezinski","American lawyer","Mark Brzezinski"
"75456","Hermann-Josef Tenhagen","Editor-in-Chief of Finanztest","Hermann-Josef Tenhagen"
"94577662","Karl Mayr Edler von Melnhof","(1811-1864)",""
"232120","Angela Bassett","American actress","Angela Bassett"
"5180868","Craig D. Button","US Air Force pilot who disappeared and crashed his A-10 aircraft (1964–1997)","Craig D. Button"
"359488","Michael Peña","American actor","Michael Peña"
"16204558","Misty Copeland","American ballet dancer","Misty Copeland"
"102852583","Alison Patricia Kelly","Ph.D. Boston College 1993",""
"89942559","Wenbin Wang","researcher (ORCID 0000-0002-0582-8742)",""
"28232492","David Byrne","Gaelic footballer","David Byrne (Gaelic footballer)"
"60687","Benno Fürmann","German actor","Benno Fürmann"
"34417","Philip II of Spain","16th-century King of Spain, Portugal, Naples and Sicily; King consort of England, lived 1527-1598","Philip II of Spain"
"85265715","Dahyun Yi","researcher",""
"1342843","Isaach de Bankolé","Ivorian actor","Isaach de Bankolé"
"7324636","Richard Carrick","American composer","Richard Carrick"
"2440068","Tom Schilling","German choreograph",""
"111500526","Ben Wallace","British BMX cyclist",""
"75551757","Constance Marienne Smith","Peerage person ID=208526",""
"1232906","Alexander Freiherr von Senarclens-Grancy","German diplomat",""
"88393114","Sarah Harrison Blair","(1670-1713)","Sarah Harrison Blair"
"933146","Jack Lang","Australian politician and Premier of New South Wales","Jack Lang (Australian politician)"
"43223285","Mark Webber","researcher","Mark Webber (political scientist)"
"4685468","Adrian of Batanea","Christian martyr","Adrian of Batanea"
"18628073","Karl Mayhoff","German classical philologist and teacher",""
"6812635","Melissa Eva Barrera","American broadcaster",""
"1508684","George dos Santos Paladini","Brazilian footballer","George (footballer, born 1978)"
"78057496","Franz Sebastian von Beroldingen","(1635-1698)",""
"55218737","Stephen Frykholm","American artist (born 1942)",""
"99740322","Chris Oliver","American poker player",""
"65564556","Christian Balerin","French politician",""
"1545386","Gregory Mcdonald","American mystery writer","Gregory Mcdonald"
"106395","Stefan Mross","German musician",""
"29397317","Andrew J. Tatem","Professor within Geography and Environmental Science at the University of Southampton",""
"1343089","Enie van de Meiklokjes","German television presenter",""
"16047491","Diana","Iranian actress",""
"41607346","David J. Garrett","researcher",""
"55874843","Christian Friedrich Lindner","1688-1735; aus Halle/Saale; Respondent in Jena; Advokat, Jagd-Fiskal; Ratsmeister; Jurist",""
"482907","Bryan Adams","Canadian guitarist","Bryan Adams"
"51128205","Oliver Christensen","association football player","Oliver Christensen"
"61084610","Jorge García-Girón","researcher ORCID ID = 0000-0003-0512-3088",""
"28032204","Hendrik Streeck","German virologist","Hendrik Streeck"
"318508","Andrés Manuel López Obrador","president of Mexico","Andrés Manuel López Obrador"
"1358364","Giovanni Antonio Pellegrini","Italian painter (1675-1741)","Giovanni Antonio Pellegrini"
"65029113","Doug Emhoff","American attorney and Second Gentleman of the United States","Doug Emhoff"
"76142372","Constance Marie Pentecost","Peerage person ID=560676",""
"89406622","Junhua Li","researcher (ORCID 0000-0001-6784-1873)",""
"314397","Steve Winwood","English musician","Steve Winwood"
"277650","Jana Ina","Germany-based Brazilian TV host and model","Jana Ina"
"112399542","Mark Foster","",""
"3946330","Sam Cox","English rugby union player","Sam Cox (rugby union)"
"20155390","Eleanor Wilson Cruz","-",""
"54833499","James Thompson","Vice President of Liberia from 1884-1892",""
"559434","","Russian alpine skier",""
"11957877","Anders Korsvold","",""
"59612933","Joseph J Hope","researcher ORCID ID = 0000-0002-5260-1380",""
"115671207","Deemah Al Yahya","Adviser and Chief, Misk Innovation bin Abdulaziz (MiSK) Foundation - Prince Mohammed Bin Salman",""
"112331043","Ruby Sweetheart Maguire","daughter of Tobey Maguire",""
"1728388","Terry Hall","British recording artist, singer, songwriter, musician (1959–2022)","Terry Hall (singer)"
"229545","Raquel Welch","American actress (1940–2023)","Raquel Welch"
"229437","Donatella Versace","Italian fashion designer","Donatella Versace"
"2848028","André Jung","1793-1863 French archaeologist and historian",""
"92289785","Rebecca Miller","researcher (ORCID 0000-0002-9195-3530)",""
"111779951","Paul Rogers","American film editor","Paul Rogers (film editor)"
"123098","Angelica Kauffmann","Swiss-Austrian painter (1741-1807)","Angelica Kauffman"
"30073781","Robin Lindsey","economist (University of Alberta)",""
"6383803","Keir Starmer","British politician","Keir Starmer"
"171905","Jamie Foxx","American actor, comedian, and singer (born 1967)","Jamie Foxx"
"3193975","Kate O'Beirne","American journalist","Kate O'Beirne"
"3192597","Kandi Burruss","American singer, television personality, and actress","Kandi Burruss"
"1161631","Daniel Maclise","Irish history, literary and portrait painter, and illustrator (1806-1870)","Daniel Maclise"
"63993776","Loredana Serpe","researcher",""
"17287802","Ekaterina Vinokurova","the  daughter of the cynic and murderer Lavrov.",""
"29841639","Anne Haugland Balsnes","Norwegian professor",""
"93245579","Mehmet Ozcan","researcher (ORCID 0000-0002-1222-2802)",""
"99541","Nova Meierhenrich","German television presenter and actress","Nova Meierhenrich"
"51013809","Gerhard Schröder","",""
"54860781","Florian Munteanu","German actor","Florian Munteanu"
"75150976","Letizia Tarantini","",""
"55955986","Malik Naeem Khan Bazai","politician in Pakistan","Malik Naeem Khan Bazai"
"441078","Charlotte Riley","British actress","Charlotte Riley"
"28824","Eddie Arcaro","American jockey","Eddie Arcaro"
"64691203","Gerhard Schröder (Schroeder)","",""
"5857542","Federico Carlos Sainz de Robles","Spanish writer and literary critic (1898-1983)",""
"498723","Tommy Flanagan","American jazz pianist (1930-2001)","Tommy Flanagan"
"13485","Laurent Jalabert","French cyclist","Laurent Jalabert"
"106828017","David McCarthy","British judge",""
"75479809","James Blunt","(died 1832)",""
"33103791","Jay Zeffin","musician","Jay Zeffin"
"91105870","Kerry J Kennedy","researcher (ORCID 0000-0003-1332-3004)",""
"7831798","Tracy McMillan","American screenwriter","Tracy McMillan"
"429777","Melissa Joan Hart","American actress","Melissa Joan Hart"
"75395078","Sarah Harrison","Peerage person ID=115302",""
"112398895","Sasha","Czech singer",""
"19879137","Kevin Smith","Australian rules footballer, born 1932","Kevin R. Smith"
"18348652","Hasan Minhaj","American actor and comedian","Hasan Minhaj"
"18631823","Ashley Parker","American journalist","Ashley Parker"
"23918982","Oscar Magnuson","Swedish industrial designer; second son of Princess Christina, Mrs. Magnuson, and Tord Magnuson",""
"55679942","Maria Regina Louisa Theresia Reuter","",""
"873","Meryl Streep","American actress","Meryl Streep"
"20727796","Will Smith","rink hockey player",""
"28738647","Ludwig Hartmann","German horse painter (1835-1902)",""
"541644","Joachim Wtewael","Dutch painter and draughtsman (1566–1638)","Joachim Wtewael"
